_id,name,recipe,image,category,price,
642c155b2c4774f05c36ee9a,Breton Fish Stew,Chargrilled chicken with avocado,,,, croutons and a mustard dressing;https://i.ibb.co/HCrDdk6/img1.png;pizza;12.9
642c155b2c4774f05c36ee83,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee82,Escalope de Veau,Pan roasted haddock fillet wrapped in smoked French bacon with pea pur??e and tomato and chive vinaigrette,https://i.ibb.co/HCrDdk6/img1.png,offered,12.5,
642c155b2c4774f05c36ee81,Tuna Ni??oise,Warm goats cheese and roasted vegetable salad with black olive tapenade crostini,https://i.ibb.co/qJCmcpC/img2.png,offered,10.5,
642c155b2c4774f05c36ee80,Roast Duck Breast,Roasted duck breast (served pink) with gratin potato and a griottine cherry sauce,https://i.ibb.co/qJCmcpC/img2.png,offered,14.5,
642c155b2c4774f05c36eeba,Orange juice Soft drink, fresh juice,./images1/recipes/drinks/img1.png,drinks,14.7,
642c155b2c4774f05c36eeb9,Orange juice Smoothie Apple juice,0,./images1/recipes/drinks/img2.png,drinks,14.7,
642c155b2c4774f05c36ee91,cookie,"Dessert Chocolate chip cookie,",./images1/recipes/desserts/img4.png,dessert,14.7,
642c155b2c4774f05c36ee90,Fish Parmentier,Saut??ed breaded veal escalope with watercress,,,,
642c155b2c4774f05c36ee89,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee88,Sweet,Baklava Turkish cuisine Kebab Dessert,./images1/recipes/desserts/img1.png,dessert,12.5,
642c155b2c4774f05c36ee87,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee86,Cake,"Torte Dessert Cream Birthday cake,",./images1/recipes/desserts/img3.png,dessert,12.5,
642c155b2c4774f05c36ee85,Ice Cream,Dessert Ice cream Panna cotta Custard,./images1/recipes/desserts/img2.png,dessert,10.5,
642c155b2c4774f05c36ee84,Cake,Frozen dessert Petit four Chocolate Flavor,./images1/recipes/desserts/img5.png,dessert,14.5,
642c155b2c4774f05c36ee8f,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee8e,Pudding,Dessert Food Dish Menu Wagamama,./images1/recipes/desserts/img9.png,dessert,12.5,
642c155b2c4774f05c36ee8d,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee8c,Ice Cream,Ice Cream Cones Milkshake Sundae Kulfi,./images1/recipes/desserts/img6.png,dessert,12.5,
642c155b2c4774f05c36ee8b,Chicken and Walnut Salad,Pan roasted pork belly with gratin potato,,,,
642c155b2c4774f05c36ee8a,Ice Cream,Ice Cream Cones Sundae Dessert Sorbet,./images1/recipes/desserts/img7.png,dessert,12.5,
652c155b2c4774f05c36ee8a,Cup Cake,Cupcake with icing illustration,./images1/recipes/desserts/img8.png,dessert,9.5,
652c155b2c4774f05c36ee8b,Cup Cake,Cupcake with toppings,./images1/recipes/desserts/img8.png,dessert,10.5,
652c155b2c4774f05c36ee8c,Pudding,Dessert Food Dish Menu Wagamama,./images1/recipes/desserts/img9.png,dessert,12.5,
652c155b2c4774f05c36ee8e,Shake,strawberry banana split,./images1/recipes/desserts/img10.png,dessert,14.5,
652c155b2c4774f05c36ee9x,Ricotta cheese Pizza,"Barbecue sauce,
Shrimp",./images1/recipes/pizza/img7.png,pizza,15,
652c155b2c4774f05c36ee9y,Gorgonzola cheese,"Chicken,onion,Pineapple,Anchovies",./images1/recipes/pizza/img8.png,pizza,12.5,
652c155b2c4774f05c36ee9z,Provolone cheese,"Sun-dried tomatoes,Fresh basil",./images1/recipes/pizza/img9.png,pizza,11.5,
652c155b2c4774f05c36ee9w,Feta cheese,"Pesto sauce,Bacon",./images1/recipes/pizza/img10.png,pizza,13.5,
652c155b2c4774f05c36eexa,Pork Soup,"Pork meat,onine",./images1/recipes/soup/img7.png,soup,14.7,
652c155b2c4774f05c36eexb,Plan Fish Soup,"Fish broth, chilly",./images1/recipes/soup/img8.png,soup,12.5,
652c155b2c4774f05c36eexc,Toffu Soup,fresh toffu,./images1/recipes/soup/img9.png,soup,10.5,
652c155b2c4774f05c36eexd,Chicken Spicy,chicken sitron pepper,./images1/recipes/soup/img10.png,soup,14.5,
